index,city_development_index,relevant_experience,enrolled_university,education_level,experience,company_size,last_new_job,gender_Male,gender_Female,major_discipline_Non-STEM,major_discipline_STEM,company_type_Early Startup,company_type_Funded Startup,company_type_NGO,company_type_Public Sector,company_type_Pvt Ltd
360,4,1,0,2,0,1,1,1,0,1,0,0,0,0,0,1
361,4,1,0,2,1,3,5,0,1,0,1,0,0,0,0,1
362,2,1,0,4,3,0,2,1,0,0,1,0,0,0,0,1
363,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
364,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
365,3,0,0,3,1,0,5,1,0,0,1,0,0,0,0,1
367,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
368,1,1,1,3,1,3,1,1,0,0,1,0,0,0,0,1
369,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
370,3,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1
371,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1
372,4,0,0,2,3,0,4,1,0,1,0,0,0,0,0,1
373,4,1,1,2,2,0,1,1,0,0,1,0,0,1,0,0
374,4,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1
375,4,1,1,3,0,3,1,1,0,0,1,0,0,1,0,0
376,3,1,0,2,3,0,1,0,1,0,1,0,0,1,0,0
377,3,0,0,3,3,2,5,1,0,0,1,0,0,0,0,1
378,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
379,4,1,0,2,3,0,5,1,0,0,1,0,0,0,1,0
380,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
381,2,1,1,2,3,0,1,1,0,0,1,0,0,0,0,1
382,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1
383,4,0,0,2,3,0,1,1,0,0,1,0,0,0,0,1
384,4,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
385,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1
386,4,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0
387,3,1,1,3,1,1,4,1,0,0,1,0,0,0,0,1
388,1,0,0,3,0,2,1,1,0,0,1,0,0,0,0,1
389,4,1,0,2,2,0,1,1,0,1,0,0,0,0,0,1
390,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1
391,3,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
392,4,1,2,2,3,0,5,1,0,0,1,0,0,0,0,1
393,4,1,0,2,3,0,2,1,0,0,1,0,1,0,0,0
394,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
395,3,1,0,3,3,3,4,1,0,0,1,0,0,0,0,1
396,4,1,0,2,1,1,2,1,0,1,0,0,0,0,0,1
397,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
398,4,1,0,2,3,0,3,1,0,0,1,0,0,0,0,1
399,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
400,4,1,0,2,0,2,2,0,1,0,1,0,0,0,0,1
401,4,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1
402,4,1,0,2,3,0,1,1,0,0,1,0,1,0,0,0
403,4,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
404,3,1,0,2,1,3,1,1,0,0,1,0,0,0,1,0
405,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
406,3,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0
407,3,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
408,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1
409,4,1,0,3,3,0,1,1,0,0,1,1,0,0,0,0
410,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1
411,4,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1
412,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1
413,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1
414,4,0,0,4,3,2,5,1,0,0,1,0,0,0,1,0
415,4,1,0,2,2,1,2,1,0,0,1,0,0,0,0,1
416,4,1,0,2,3,0,5,0,1,1,0,0,0,0,0,1
417,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
418,3,1,0,4,3,0,1,1,0,1,0,0,0,0,0,1
419,4,0,2,3,2,0,0,1,0,0,1,0,0,0,0,1
420,2,1,0,3,3,2,4,1,0,0,1,0,0,0,0,1
421,4,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1
422,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1
423,3,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1
424,4,0,2,2,0,3,1,1,0,0,1,0,0,0,0,1
425,4,1,0,2,1,2,3,1,0,0,1,0,0,1,0,0
426,4,1,0,2,2,2,5,1,0,0,1,0,0,0,0,1
427,4,1,0,3,3,2,5,1,0,1,0,0,0,0,0,1
428,0,1,0,2,3,2,1,1,0,0,1,0,0,0,0,1
429,4,1,0,2,3,3,2,1,0,0,1,0,0,0,0,1
430,1,1,0,2,0,3,0,1,0,0,1,0,0,0,0,1
431,1,1,0,2,2,3,1,1,0,0,1,0,0,0,0,1
432,1,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1
433,4,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1
434,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
435,1,1,0,3,0,0,1,1,0,1,0,0,0,0,0,1
436,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,1
437,4,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1
438,3,1,2,3,1,2,4,1,0,0,1,0,0,0,1,0
439,3,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
440,3,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1
441,3,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
442,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1
443,2,0,2,2,1,1,0,1,0,0,1,0,0,0,0,1
444,1,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1
445,3,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
446,1,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1
447,4,1,0,2,3,2,4,1,0,0,1,0,0,0,1,0
448,3,0,0,2,0,3,1,1,0,1,0,0,0,0,0,1
449,1,1,0,3,1,3,2,1,0,0,1,0,0,0,0,1
450,1,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
451,3,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1
452,4,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1
453,1,0,0,2,3,0,1,1,0,1,0,0,0,0,0,1
454,1,0,2,2,1,3,0,0,0,0,1,0,0,0,0,1
455,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1
456,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
457,2,1,0,2,1,0,1,0,1,0,1,0,0,0,0,1
458,4,1,2,3,1,0,2,0,1,0,1,0,0,0,1,0
459,0,1,1,2,1,3,1,1,0,0,1,0,0,0,0,1
461,4,1,0,2,3,1,1,0,1,0,1,0,0,0,0,1
462,3,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0
463,4,1,0,2,1,2,5,0,1,0,1,0,0,0,0,1
464,3,0,0,3,1,1,5,1,0,0,1,0,0,1,0,0
465,1,1,2,3,0,0,1,1,0,0,1,0,0,0,0,1
466,3,1,0,3,2,0,2,1,0,0,1,0,0,0,0,1
467,4,1,0,2,2,0,1,1,0,0,1,0,0,1,0,0
468,4,1,2,3,3,3,1,1,0,0,1,0,0,0,0,1
469,3,0,0,3,2,0,2,1,0,0,1,0,0,1,0,0
470,4,0,2,3,2,0,1,1,0,0,1,0,0,0,1,0
471,4,0,0,2,0,3,4,1,0,0,1,0,0,0,0,1
472,1,0,2,2,0,0,2,1,0,0,1,0,0,0,0,1
473,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1
474,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1
475,4,1,0,4,3,0,5,1,0,0,1,0,0,0,0,1
476,3,1,2,1,1,0,2,1,0,0,0,0,0,0,0,1
477,4,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1
478,2,1,2,3,1,0,0,0,1,0,1,0,0,0,0,1
479,4,1,0,3,3,0,0,1,0,0,1,0,0,0,0,1
480,3,1,0,2,1,1,1,0,1,0,1,0,0,0,0,1
481,2,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0
482,1,1,0,2,0,0,1,1,0,0,1,0,1,0,0,0
483,4,1,0,1,3,1,5,1,0,0,0,0,0,0,0,1
484,4,1,0,2,3,0,4,1,0,0,1,0,0,0,0,1
485,4,0,0,3,3,1,5,1,0,1,0,0,0,0,0,1
486,3,0,2,4,3,1,5,1,0,0,1,0,0,0,1,0
487,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1
488,4,1,0,3,3,2,5,1,0,0,1,0,0,0,0,1
489,4,1,1,2,3,0,5,1,0,1,0,0,0,0,0,1
490,1,0,0,3,2,0,2,1,0,0,1,0,0,0,1,0
491,1,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
492,3,1,2,3,0,2,4,1,0,0,1,0,0,0,0,1
493,3,1,0,3,1,3,1,1,0,0,1,0,0,0,0,1
494,1,1,2,2,0,0,1,0,1,0,1,0,0,0,0,1
495,4,1,0,2,1,1,2,1,0,0,1,1,0,0,0,0
496,4,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1
497,3,1,2,3,3,0,1,1,0,0,1,0,0,0,0,1
498,4,1,0,2,3,1,3,1,0,0,1,0,0,0,0,1
499,4,1,1,2,1,0,4,1,0,1,0,0,0,0,0,1
500,3,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1
501,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1
502,4,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0
503,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
504,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1
505,4,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1
506,4,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1
507,4,1,0,3,0,0,1,1,0,0,1,0,1,0,0,0
508,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1
509,4,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1
510,1,0,2,3,0,2,1,1,0,0,1,0,0,0,0,1
511,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
512,4,1,0,2,3,3,5,1,0,1,0,0,0,0,0,1
513,4,0,2,2,1,0,4,1,0,0,1,0,0,0,0,1
514,1,1,1,3,2,0,1,1,0,0,1,0,1,0,0,0
515,2,0,0,3,0,1,2,1,0,1,0,0,0,0,0,1
516,4,0,0,2,0,2,2,1,0,0,1,0,0,0,1,0
517,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
518,1,1,0,2,0,0,2,0,1,1,0,0,0,0,0,1
519,3,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1
520,4,1,2,1,3,1,5,1,0,0,0,0,0,0,0,1
521,3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1
522,4,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1
523,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
524,2,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1
525,2,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1
526,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1
527,3,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
528,4,0,2,2,1,0,2,1,0,0,1,0,0,0,1,0
529,2,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1
530,4,0,0,3,1,0,1,1,0,1,0,0,0,1,0,0
531,3,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1
532,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
533,3,0,0,2,2,2,5,1,0,0,1,0,0,0,0,1
535,1,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1
536,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
537,2,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
538,4,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1
539,3,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
540,4,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0
541,4,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1
542,3,1,0,3,3,0,4,1,0,0,1,0,0,0,0,1
543,3,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
544,4,1,0,2,1,0,3,0,1,0,1,0,0,0,0,1
545,3,0,0,3,3,0,2,1,0,0,1,0,0,0,0,1
546,3,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1
547,3,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1
548,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
549,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1
550,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
551,4,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1
552,2,1,0,2,3,3,1,1,0,0,1,0,0,0,0,1
553,1,1,1,2,1,2,3,1,0,0,1,0,0,0,0,1
554,3,1,0,2,2,2,5,1,0,0,1,0,0,0,0,1
555,1,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0
556,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
558,4,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1
559,1,1,2,3,2,3,0,1,0,0,1,0,0,0,0,1
560,2,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
561,2,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1
562,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1
563,4,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1
564,3,0,0,3,1,0,1,1,0,0,1,0,1,0,0,0
565,1,1,0,2,1,3,2,1,0,0,1,0,0,0,0,1
566,3,1,0,3,1,0,0,1,0,0,1,0,0,1,0,0
567,4,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1
568,4,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
569,4,1,0,3,3,0,3,1,0,0,1,0,0,0,0,1
570,1,1,0,2,1,2,1,0,1,0,1,0,0,0,0,1
571,2,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1
572,4,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1
573,4,1,0,2,3,0,1,1,0,0,1,0,1,0,0,0
574,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0
575,4,0,2,2,0,3,5,1,0,0,1,0,0,0,0,1
576,1,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0
577,4,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1
578,4,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1
579,1,1,2,2,1,0,2,1,0,0,1,0,0,0,0,1
580,4,1,0,2,2,3,3,0,1,0,1,0,0,0,0,1
581,0,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
582,2,1,1,2,2,0,3,1,0,1,0,0,0,0,0,1
583,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1
584,3,0,1,3,0,3,1,1,0,0,1,0,0,0,0,1
585,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1
586,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1
587,4,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
588,1,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1
589,3,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1
590,1,1,0,3,1,0,2,1,0,0,1,0,0,0,0,1
591,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
592,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
593,4,0,0,4,0,3,1,1,0,0,1,0,0,1,0,0
594,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1
595,2,1,0,3,2,0,4,1,0,0,1,0,0,0,0,1
596,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
597,4,1,0,3,3,3,5,1,0,0,1,0,0,0,0,1
598,4,1,0,2,3,1,5,1,0,1,0,0,0,0,0,1
599,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
600,1,1,0,2,2,3,1,1,0,0,1,0,0,0,0,1
601,2,0,0,3,3,0,5,1,0,0,1,0,0,0,0,1
602,1,0,2,2,2,3,5,1,0,0,1,0,0,0,0,1
603,1,1,0,3,0,1,2,1,0,0,1,0,0,0,0,1
604,4,0,0,2,0,1,2,1,0,1,0,0,1,0,0,0
605,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1
606,4,1,2,3,3,0,2,1,0,0,1,0,0,0,0,1
607,4,1,0,2,3,3,5,1,0,0,1,0,0,0,1,0
608,4,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0
609,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1
610,3,0,2,3,1,0,4,1,0,0,1,0,0,0,0,1
611,4,1,0,2,1,0,2,1,0,1,0,0,0,0,0,1
612,1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0
613,1,1,0,3,3,0,5,1,0,0,1,1,0,0,0,0
614,4,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1
615,4,0,0,1,1,0,5,1,0,0,0,0,0,0,0,1
616,4,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
617,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
618,4,0,0,2,0,2,2,1,0,0,1,0,0,0,1,0
619,1,0,0,2,1,3,1,1,0,0,1,0,0,0,1,0
620,4,0,2,3,1,0,3,1,0,0,1,0,0,0,1,0
621,4,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1
622,0,1,2,2,1,0,5,1,0,0,1,0,0,0,0,1
623,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
624,3,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
625,4,1,0,2,1,0,1,0,1,0,1,0,0,0,0,1
626,3,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
627,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
628,4,1,0,3,2,0,2,1,0,0,1,0,0,0,0,1
629,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1
630,1,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0
631,3,1,1,2,1,0,2,1,0,0,1,0,0,0,0,1
632,0,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
633,1,0,2,3,0,2,1,1,0,0,1,0,0,0,0,1
634,4,1,0,3,3,2,2,1,0,0,1,0,0,0,0,1
635,4,0,1,1,3,2,2,0,1,0,0,0,0,0,1,0
637,3,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
638,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
639,2,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1
640,4,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0
641,3,0,1,2,3,0,5,1,0,0,1,0,0,0,0,1
642,3,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
643,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
644,3,1,0,3,2,0,2,1,0,0,1,0,0,0,0,1
645,1,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0
646,4,1,1,4,3,3,5,1,0,1,0,0,0,0,1,0
647,4,1,0,4,3,2,5,1,0,1,0,0,0,0,1,0
648,4,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1
649,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1
650,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1
651,4,0,0,2,3,3,4,0,1,1,0,0,0,0,0,1
652,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
653,4,0,2,2,1,2,1,1,0,0,1,0,0,0,1,0
654,4,1,0,2,3,2,1,1,0,0,1,0,0,0,0,1
655,4,1,0,4,3,3,3,1,0,0,1,0,0,0,1,0
656,4,1,0,2,0,2,3,1,0,1,0,0,0,0,0,1
657,4,0,0,2,3,3,5,1,0,0,1,0,0,0,0,1
658,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
659,4,0,2,2,0,0,1,0,1,0,1,0,0,0,1,0
661,4,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0
662,4,1,0,2,0,0,3,1,0,1,0,0,1,0,0,0
664,1,1,2,3,2,0,1,1,0,0,1,0,0,0,0,1
665,1,1,0,1,3,0,1,1,0,0,0,0,1,0,0,0
666,4,1,0,2,3,0,3,1,0,0,1,0,0,0,1,0
667,1,1,2,2,2,0,0,1,0,0,1,0,0,0,0,1
668,1,1,0,2,1,1,2,1,0,0,1,0,0,0,1,0
669,1,1,0,2,1,1,3,1,0,0,1,0,0,0,0,1
670,1,0,1,2,0,3,1,1,0,0,1,0,0,0,0,1
671,4,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1
672,4,1,0,2,2,1,2,1,0,0,1,0,0,0,0,1
673,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1
674,4,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1
675,3,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
676,4,1,0,2,3,2,3,1,0,0,1,0,0,0,1,0
677,4,1,0,2,1,2,3,1,0,0,1,0,0,0,0,1
678,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
679,2,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1
680,4,1,0,2,3,3,5,1,0,0,1,0,0,0,1,0
681,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
682,4,1,0,2,1,3,1,0,1,0,1,0,0,0,0,1
683,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
684,4,1,1,2,1,3,5,1,0,0,1,0,0,0,1,0
685,2,1,2,2,3,0,2,1,0,0,1,0,1,0,0,0
687,4,1,1,2,2,0,1,1,0,0,1,0,0,0,0,1
688,4,1,0,2,1,2,1,1,0,1,0,0,0,1,0,0
689,1,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1
690,4,1,0,3,1,3,1,1,0,0,1,0,0,0,0,1
691,0,1,1,3,3,2,5,1,0,0,1,0,0,0,1,0
692,4,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1
693,0,1,2,2,1,1,1,1,0,0,1,0,0,0,0,1
694,1,0,2,2,0,2,2,1,0,0,1,0,0,0,0,1
695,4,1,0,2,1,1,2,1,0,0,1,0,0,0,1,0
696,1,1,0,3,3,2,1,1,0,0,1,0,0,0,0,1
697,4,1,0,2,1,1,1,0,1,0,1,0,0,0,0,1
698,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
699,3,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
700,4,0,2,1,3,1,0,1,0,0,0,0,0,0,0,1
701,4,1,0,1,3,0,5,1,0,0,0,0,1,0,0,0
702,4,1,0,0,3,0,5,0,1,0,0,0,0,0,0,1
703,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1
704,4,1,0,3,1,1,3,1,0,0,1,0,0,0,0,1
705,3,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
706,1,1,2,3,1,0,1,1,0,0,1,0,0,0,0,1
707,3,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
708,1,1,2,2,0,1,2,1,0,0,1,0,0,0,0,1
709,3,1,0,3,3,1,2,1,0,0,1,0,0,0,0,1
710,4,0,2,3,3,3,2,1,0,1,0,0,0,0,1,0
711,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
712,1,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
714,3,1,0,3,1,3,1,1,0,0,1,0,0,0,0,1
